"FIPS","County","abbr","Total number of new cases in 10 days to reach circuit breaker","Average daily cases to reach circuit breaker","Total number of new hospitalizations in 10 days to reach circuit breaker","Average daily hospitalizations to reach circuit breaker","Total Beds","Open Beds (last HHS Update)","Open Beds (Nowcast)","Average New Daily Cases","New Cases Yesterday","Percent Occupied (Nowcast)","Percent Occupied (last HHS update)","At Threshold?","Category","casethresholdpct"
"01035","Conecuh, Alabama, US","AL",140.276082862524,14.0276082862524,11.8157677664975,1.18157677664975,29,11.9,11.2261421319797,1.5,3,61.289165062139,58.9655172413793,"No","No Breaker",10.6931985081881
"01039","Covington, Alabama, US","AL",518.256873822975,51.8256873822975,43.6539340101523,4.36539340101523,96,38.6,39.1896256345178,3.7,10,59.1774732973773,59.7916666666667,"No","No Breaker",7.13931678842302
"01041","Crenshaw, Alabama, US","AL",155.335216572505,15.5335216572505,13.0842322335025,1.30842322335025,32,13,11.6522842639594,3.8,13,63.5866116751269,59.375,"No","No Breaker",24.4632227246827
"01043","Cullman, Alabama, US","AL",756.286629001883,75.6286629001883,63.703711928934,6.3703711928934,161,49.3,43.7406725888325,34.9,91,72.8318803796072,69.3788819875776,"No","Unsustainable",46.1465252216076
"01045","Dale, Alabama, US","AL",296.236911487759,29.6236911487759,24.9526967005076,2.49526967005076,48,24.7,19.3091370558376,16,46,59.7726311336717,48.5416666666667,"No","Unsustainable",54.010825050953
"01047","Dallas, Alabama, US","AL",777.54802259887,77.754802259887,65.4946065989848,6.54946065989848,107,66,62.3780139593909,9.2,20,41.7027906921581,38.3177570093458,"No","No Breaker",11.8320666153198
"01049","DeKalb, Alabama, US","AL",390.980790960452,39.0980790960452,32.9331852791878,3.29331852791878,65.4,26.7,23.7518718274112,16.1,34,63.6821531690961,59.1743119266055,"No","No Breaker",41.178493604379
"01051","Elmore, Alabama, US","AL",848.183427495292,84.8183427495292,71.4443845177665,7.14443845177665,76,62.6,53.2502220812183,38.4,81,29.9339183141865,17.6315789473684,"No","No Breaker",45.2732259971127
"01053","Escambia, Alabama, US","AL",668.370621468927,66.8370621468926,56.2983502538071,5.62983502538071,102.3,62.7,54.1925444162437,12.6,43,47.0258607856856,38.7096774193548,"No","No Breaker",18.8518160363004
"01055","Etowah, Alabama, US","AL",1347.14990583804,134.714990583804,113.473445431472,11.3473445431472,371,114.4,104.207899746193,25.7,79,71.9116173190855,69.1644204851752,"No","No Breaker",19.0773126944714
"01057","Fayette, Alabama, US","AL",204.768738229755,20.4768738229755,17.2481281725888,1.72481281725888,26,14.3,14.7211611675127,3.2,3,43.3801493557204,45,"No","No Breaker",15.627385447917
"01059","Franklin, Alabama, US","AL",285.995480225989,28.5995480225989,24.090038071066,2.4090038071066,50,21.9,20.3838197969543,8,15,59.2323604060914,56.2,"No","No Breaker",27.9724700323185
"01061","Geneva, Alabama, US","AL",374.665536723164,37.4665536723164,31.5589149746193,3.15589149746193,57,27.6,28.1896256345178,2.9,14,50.5445164306706,51.578947368421,"No","No Breaker",7.74023686662907
"01065","Hale, Alabama, US","AL",173.517514124294,17.3517514124294,14.6157677664975,1.46157677664975,21,14.7,12.9311230964467,4.5,22,38.4232233502538,30,"No","Unsustainable",25.9339814929378
"01069","Houston, Alabama, US","AL",836.818832391714,83.6818832391714,70.4871192893401,7.04871192893401,602.5,59.2,55.2410850253808,26.1,65,90.8313551825094,90.1742738589212,"No","No Breaker",31.1895466374765
"01071","Jackson, Alabama, US","AL",580.616572504708,58.0616572504708,48.9066307106599,4.89066307106599,77,43.6,40.1464784263959,17.7,31,47.8617163293559,43.3766233766234,"No","No Breaker",30.4848342920086
"01073","Jefferson, Alabama, US","AL",5929.57438794727,592.957438794727,499.461294416244,49.9461294416244,3772.2,690.5,415.060596446701,533.1,1347,88.9968560403292,81.6950320767722,"No","Unsustainable",89.9052723048056
"01077","Lauderdale, Alabama, US","AL",328.517890772128,32.8517890772128,27.6717956852792,2.76717956852792,228,35,17.9008565989848,35.1,100,92.1487471057084,84.6491228070175,"Yes","Hit Circuit Breaker",106.843496156338
"01079","Lawrence, Alabama, US","AL",321.10395480226,32.110395480226,27.0473032994924,2.70473032994924,32,27.3,23.2568527918782,9.6,33,27.3223350253807,14.6875,"No","Unsustainable",29.8968600555288
"01081","Lee, Alabama, US","AL",417.153672316384,41.7153672316384,35.1377855329949,3.51377855329949,276,51.9,18.7125,67.1,141,93.2201086956522,81.195652173913,"Yes","Hit Circuit Breaker",160.851994008359
"01083","Limestone, Alabama, US","AL",796.981544256121,79.698154425612,67.1315355329949,6.71315355329949,128,67.3,53.4859137055838,39.5,74,58.2141299175127,47.421875,"No","No Breaker",49.5620008828036
"01089","Madison, Alabama, US","AL",1577.71713747646,157.771713747646,132.894638324873,13.2894638324873,1305.7,153.7,75.6167195431473,193.3,487,94.2087217934329,88.2285364172475,"Yes","Hit Circuit Breaker",122.518793393587
"01091","Marengo, Alabama, US","AL",283.611299435028,28.3611299435028,23.8892131979695,2.38892131979695,57,24.9,23.2153553299492,3.5,12,59.2713064386856,56.3157894736842,"No","No Breaker",12.3408341168784
"01093","Marion, Alabama, US","AL",464.064783427495,46.4064783427495,39.0892131979695,3.90892131979695,67,40.1,37.2361040609137,6.1,12,44.4237252822183,40.1492537313433,"No","No Breaker",13.1447164659782
"01095","Marshall, Alabama, US","AL",865.552919020716,86.5552919020716,72.9074555837563,7.29074555837563,168.3,64.4,59.1776015228426,27.3,88,64.8380264273068,61.7349970291147,"No","Unsustainable",31.5405325313756
"01097","Mobile, Alabama, US","AL",2241.97551789077,224.197551789077,188.846605329949,18.8846605329949,1515,273.5,160.713039340102,192.5,590,89.3918785914124,81.947194719472,"No","Unsustainable",85.8617761272889
"01099","Monroe, Alabama, US","AL",371.39472693032,37.139472693032,31.2834073604061,3.12834073604061,47,34.4,30.3568527918782,7.3,28,35.4109515066422,26.8085106382979,"No","No Breaker",19.6556371716328
"01101","Montgomery, Alabama, US","AL",1707.0286252354,170.70286252354,143.786833756345,14.3786833756345,956,215.3,113.884390862944,182.6,551,88.0874068134996,77.479079497908,"Yes","Hit Circuit Breaker",106.969500862833
"01103","Morgan, Alabama, US","AL",956.572881355932,95.6572881355932,80.5742703045685,8.05742703045685,258,78.3,58.0000317258883,55.6,135,77.5193675481053,69.6511627906977,"No","Unsustainable",58.1241650099756
"01109","Pike, Alabama, US","AL",289.281355932203,28.9281355932203,24.3668147208122,2.43668147208122,51,30.6,21.3344543147208,14.7,57,58.1677366378023,40,"No","Unsustainable",50.815580397947
"01111","Randolph, Alabama, US","AL",75.1578154425612,7.51578154425612,6.33071065989848,0.633071065989848,16,9.7,4.47760152284264,10.9,30,72.0149904822335,39.375,"Yes","Hit Circuit Breaker",145.028164214409
"01113","Russell, Alabama, US","AL",61.8425612052731,6.18425612052731,5.20913705583756,0.520913705583756,37,10.6,0.997525380710661,18.2,32,97.3039854575388,71.3513513513513,"Yes","Hit Circuit Breaker",294.295702592087
"01117","Shelby, Alabama, US","AL",402.986440677966,40.2986440677966,33.9444479695431,3.39444479695431,205,65.7,1.00964467005075,142.5,339,99.5074904048533,67.9512195121951,"Yes","Hit Circuit Breaker",353.609912433442
"01115","St. Clair, Alabama, US","AL",210.571751412429,21.0571751412429,17.7369289340102,1.77369289340102,44,17.4,2.15396573604061,40.6,91,95.1046233271804,60.4545454545455,"Yes","Hit Circuit Breaker",192.808388246153
"01119","Sumter, Alabama, US","AL",256.995480225989,25.6995480225989,21.6473032994924,2.16473032994924,31,21.9,21.0576776649746,2,10,32.0720075323399,29.3548387096774,"No","No Breaker",7.78223803096188
"01121","Talladega, Alabama, US","AL",706.138983050848,70.6138983050847,59.4796637055838,5.94796637055838,140,56.7,48.0240799492386,28.1,80,65.6970857505439,59.5,"No","Unsustainable",39.7938659024247
"01123","Tallapoosa, Alabama, US","AL",692.025612052731,69.2025612052731,58.2908629441624,5.82908629441624,76,52.9,48.0145304568528,19.9,74,36.8229862409832,30.3947368421053,"No","Unsustainable",28.7561611209321
"01125","Tuscaloosa, Alabama, US","AL",2267.3879472693,226.73879472693,190.987151015228,19.0987151015228,519.6,200,168.834073604061,68.5,184,67.5069142409429,61.5088529638183,"No","No Breaker",30.2109747396766
"01127","Walker, Alabama, US","AL",871.804143126177,87.1804143126177,73.4340101522843,7.34340101522843,157,64,62.4838197969543,16.7,31,60.2013886643603,59.2356687898089,"No","No Breaker",19.1556786368507
"01129","Washington, Alabama, US","AL",233.497928436912,23.3497928436912,19.6680520304569,1.96680520304569,27,21.1,19.6680520304569,2.5,6,27.1553628501598,21.8518518518518,"No","No Breaker",10.706733103525
"01133","Winston, Alabama, US","AL",427.335593220339,42.7335593220339,35.9954314720812,3.59954314720812,49,33.3,32.7103743654822,4.9,14,33.2441339479954,32.0408163265306,"No","No Breaker",11.4663980200533
"02020","Anchorage, Alaska, US","AK",1277,127.7,65.6401869158879,6.56401869158879,553.6,66,35.8785046728972,115.5,527,93.5190562368322,88.0780346820809,"No","Unsustainable",90.4463586530932
"02090","Fairbanks North Star,Alaska,US","AK",283.236363636364,28.3236363636364,14.5588785046729,1.45588785046729,81,12.4,7.36261682242991,24.8,76,90.9103496019384,84.6913580246914,"No","Unsustainable",87.5593786108614
"02110","Juneau, Alaska, US","AK",1879.54545454545,187.954545454545,96.6121495327103,9.66121495327103,133,98,92.2943925233645,17.7,78,30.6057199072448,26.3157894736842,"No","No Breaker",9.41717049576784
"02130","Ketchikan Gateway, Alaska, US","AK",342.527272727273,34.2527272727273,17.6065420560748,1.76065420560748,25,13.7,13.1859813084112,8.3,24,47.2560747663551,45.2,"No","No Breaker",24.2316471150273
"02150","Kodiak Island, Alaska, US","AK",236.690909090909,23.6690909090909,12.1663551401869,1.21663551401869,25,13.4,11.2411214953271,5.1,25,55.0355140186916,46.4,"No","Unsustainable",21.5470886464895
"02170","Matanuska-Susitna,Alaska,US","AK",1397.85454545455,139.785454545455,71.8523364485981,7.18523364485981,160,62.6,57.8710280373832,30.1,133,63.8306074766355,60.875,"No","No Breaker",21.5329986212638
"04001","Apache, Arizona, US","AZ",401.705054432348,40.1705054432348,38.0155051880197,3.80155051880197,18.4,8.3,11.1390610052248,17.8,20,39.4616249716043,54.8913043478261,"No","No Breaker",44.3111178303526
"04003","Cochise, Arizona, US","AZ",1545.0531881804,154.50531881804,146.216675252042,14.6216675252042,130,63.6,83.1895209360512,34.3,12,36.0080608184221,51.0769230769231,"No","No Breaker",22.1998829958694
"04005","Coconino, Arizona, US","AZ",553.766174183515,55.3766174183515,52.4058650378983,5.24058650378983,240.4,13.7,-3.61827213187135,78.8,19,101.505104880146,94.3011647254576,"Yes","At Capacity",142.298326755303
"04007","Gila, Arizona, US","AZ",573.192223950233,57.3192223950233,54.2442563838399,5.42442563838399,75,26.8,26.5160938994775,23.4,-1,64.64520813403,64.2666666666667,"No","No Breaker",40.8240011330504
"04009","Graham, Arizona, US","AZ",267.024805598756,26.7024805598756,25.2699904334388,2.52699904334388,35,7.1,11.6424976083597,7.1,3,66.7357211189723,79.7142857142857,"No","No Breaker",26.5892900252451
"04012","La Paz, Arizona, US","AZ",362.831726283048,36.2831726283048,34.3367135182868,3.43367135182868,35,24.4,26.6712488041799,4.5,5,23.7964319880576,30.2857142857143,"No","No Breaker",12.4024435406994
"04013","Maricopa, Arizona, US","AZ",34321.4660186625,3432.14660186625,3248.02452719111,324.802452719111,9775.5,1459.7,1359.00796968136,1898,1366,86.0978162786419,85.06777146949,"No","No Breaker",55.3006680707622
"04015","Mohave, Arizona, US","AZ",3394.18172628305,339.418172628305,321.209632791228,32.1209632791228,538.7,217.3,239.160769740231,75.2,57,55.6040895228827,59.6621496194542,"No","No Breaker",22.1555609169905
"04017","Navajo, Arizona, US","AZ",1420.48895800933,142.048895800933,134.428493634557,13.4428493634557,143,43.2,59.2880123629406,49.2,35,58.5398514944471,69.7902097902098,"No","No Breaker",34.6359608940211
"04019","Pima, Arizona, US","AZ",4955.68118195956,495.568118195956,468.982706600927,46.8982706600927,1883.6,70,113.153727279417,288.1,128,93.9926880824264,96.283712040773,"No","No Breaker",58.1352975346328
"04021","Pinal, Arizona, US","AZ",3164.76796267496,316.476796267496,299.498977113842,29.9498977113842,271.5,38.4,94.9919493708146,188.2,242,65.012173344083,85.8563535911602,"No","No Breaker",59.4672349504345
"04023","Santa Cruz, Arizona, US","AZ",192,19.2,18.1699904334388,1.81699904334388,7.9,0,1.98734270365737,10.1,10,74.8437632448434,100,"No","No Breaker",52.6041666666667
"04025","Yavapai, Arizona, US","AZ",1795.81842923795,179.581842923795,169.947935830451,16.9947935830451,272.8,8.5,50.4234675104864,62.6,55,81.5163242263613,96.8841642228739,"No","No Breaker",34.8587579795382
"04027","Yuma, Arizona, US","AZ",464,46.4,43.9108102141438,4.39108102141438,269,0,-1.41953050261241,46.4,22,100.527706506547,100,"Yes","At Capacity",100
"05001","Arkansas, Arkansas, US","AR",1062.62191780822,106.262191780822,110.563568985177,11.0563568985177,293,111.5,108.274515393387,5.9,26,63.0462404800729,61.9453924914676,"No","No Breaker",5.55230407083023
"05003","Ashley, Arkansas, US","AR",106.226301369863,10.6226301369863,11.0526225769669,1.10526225769669,25,9.7,7.61904218928164,6.3,16,69.5238312428734,61.2,"No","Unsustainable",59.3073459092246
"05005","Baxter, Arkansas, US","AR",737.973150684932,73.7973150684932,76.7845496009122,7.67845496009122,245,66.9,61.80165336374,11.4,50,74.7748353617388,72.6938775510204,"No","No Breaker",15.447716477787
"05007","Benton, Arkansas, US","AR",768.893698630137,76.8893698630137,80.0017673888255,8.00017673888255,284.4,41.4,15.1799315849487,96.3,218,94.6624713133092,85.4430379746836,"Yes","Hit Circuit Breaker",125.244881277566
"05009","Boone, Arkansas, US","AR",475.017534246575,47.5017534246575,49.4245724059293,4.94245724059293,64,30.8,33.297149372862,12.2,14,47.9732041049031,51.875,"No","No Breaker",25.6832624491439
"05011","Bradley, Arkansas, US","AR",147.281095890411,14.7281095890411,15.3242873432155,1.53242873432155,25,14.7,14.2838084378563,2.1,7,42.8647662485747,41.2,"No","No Breaker",14.2584490379035
"05015","Carroll, Arkansas, US","AR",309.262465753425,30.9262465753425,32.1781071835804,3.21781071835804,37,27.6,26.8716647662486,5.5,11,27.373879010139,25.4054054054054,"No","No Breaker",17.7842467452392
"05017","Chicot, Arkansas, US","AR",154.008767123288,15.4008767123288,16.0242873432155,1.60242873432155,25,15.4,14.7757126567845,2,7,40.897149372862,38.4,"No","No Breaker",12.9862736866074
"05019","Clark, Arkansas, US","AR",28.6038356164384,2.86038356164384,2.97616875712657,0.297616875712657,20,11.3,1.20735461801596,15.1,65,93.9632269099202,43.5,"Yes","Hit Circuit Breaker",527.901229837937
"05021","Clay, Arkansas, US","AR",85.9380821917808,8.59380821917808,8.94167616875713,0.894167616875713,25,5.3,5.19595210946408,4.9,6,79.2161915621437,78.8,"No","No Breaker",57.0177955456939
"05023","Cleburne, Arkansas, US","AR",150.393424657534,15.0393424657534,15.6481185860889,1.56481185860889,12,6.7,8.05262257696693,7,14,32.8948118586089,44.1666666666667,"No","No Breaker",46.5445880758413
"05027","Columbia, Arkansas, US","AR",162.592328767123,16.2592328767123,16.9173888255416,1.69173888255416,25,13.9,13.2757126567845,4.8,3,46.897149372862,44.4,"No","No Breaker",29.5216879935025
"05029","Conway, Arkansas, US","AR",240.063561643836,24.0063561643836,24.9781071835804,2.49781071835804,25,20.4,19.0473774230331,7.6,22,23.8104903078677,18.4,"No","No Breaker",31.6582822814049
"05031","Craighead, Arkansas, US","AR",182.790136986302,18.2790136986302,19.0189281641961,1.90189281641961,450.4,64.8,-23.5366590649943,164.2,332,105.225723593471,85.6127886323268,"Yes","At Capacity",898.297920813448
"05033","Crawford, Arkansas, US","AR",189.16,18.916,19.6816989737742,1.96816989737742,12,7.3,6.05142531356899,14.8,42,49.5714557202585,39.1666666666667,"No","Unsustainable",78.2406428420385
"05035","Crittenden, Arkansas, US","AR",58.1528767123288,5.81528767123288,6.05068415051311,0.605068415051311,22,17.6,-2.89743443557582,36.6,59,113.170156525345,20,"Yes","At Capacity",629.375571238775
"05037","Cross, Arkansas, US","AR",88.7709589041096,8.87709589041096,9.23643101482326,0.923643101482326,17.6,8.3,6.94737742303307,4.3,9,60.5262646418576,52.8409090909091,"No","Unsustainable",48.4392649700322
"05041","Desha, Arkansas, US","AR",105.95397260274,10.595397260274,11.0242873432155,1.10242873432155,16,10.4,9.15142531356899,2.7,18,42.8035917901938,35,"No","Unsustainable",25.4827632572427
"05043","Drew, Arkansas, US","AR",264.429589041096,26.4429589041096,27.5133409350057,2.75133409350057,49,24.6,24.0797605473204,3.3,10,50.8576315360808,49.7959183673469,"No","No Breaker",12.479692654543
"05045","Faulkner, Arkansas, US","AR",395.550684931507,39.5550684931507,41.1562143671608,4.11562143671608,201.1,32,3.28278221208666,72,192,98.3675871645516,84.0875186474391,"Yes","Hit Circuit Breaker",182.024713248739
"05047","Franklin, Arkansas, US","AR",119.148493150685,11.9148493150685,12.397149372862,1.2397149372862,15,9.9,9.79595210946408,3.7,7,34.6936526035728,34,"No","No Breaker",31.0536868923779
"05049","Fulton, Arkansas, US","AR",238.608219178082,23.8608219178082,24.8266818700114,2.48266818700114,25,19,18.7919042189282,2.7,9,24.8323831242873,24,"No","No Breaker",11.3156202636293
"05051","Garland, Arkansas, US","AR",1800.13095890411,180.013095890411,187.299828962372,18.7299828962372,391,161.6,163.785005701254,19,42,58.1112517388096,58.6700767263427,"No","No Breaker",10.5547876425429
"05055","Greene, Arkansas, US","AR",466.481643835617,46.6481643835616,48.5364310148233,4.85364310148233,95,47.6,33.9697263397948,27.3,64,64.2423933265318,49.8947368421053,"No","Unsustainable",58.5232031329838
"05057","Hempstead, Arkansas, US","AR",354.43397260274,35.443397260274,36.8781071835804,3.68781071835804,46,32.3,31.1554732041049,6.2,8,32.2707104258589,29.7826086956522,"No","No Breaker",17.4926798198014
"05059","Hot Spring, Arkansas, US","AR",202.942465753425,20.2942465753425,21.1157354618016,2.11157354618016,26,13,11.0230900798176,12.9,32,57.6034996930094,50,"No","Unsustainable",63.5648135648136
"05061","Howard, Arkansas, US","AR",55.3660273972603,5.53660273972603,5.76071835803877,0.576071835803877,12,4.2,1.91094640820981,5.9,8,84.0754465982516,65,"Yes","Hit Circuit Breaker",106.563542254288
"05063","Independence, Arkansas, US","AR",142.54904109589,14.254904109589,14.8319270239453,1.48319270239453,119,6.3,4.21904218928164,11.8,28,96.4545863955616,94.7058823529412,"No","Unsustainable",82.7785294750761
"05069","Jefferson, Arkansas, US","AR",549.867945205479,54.9867945205479,57.2125997719498,5.72125997719498,226,64.6,48.9928164196123,23.9,85,78.3217626461892,71.4159292035398,"No","Unsustainable",43.4649813803364
"05071","Johnson, Arkansas, US","AR",129.498630136986,12.9498630136986,13.4740592930445,1.34740592930445,44.3,9,7.95952109464082,5.9,16,82.0326837592758,79.6839729119639,"No","Unsustainable",45.5603275012165
"05075","Lawrence, Arkansas, US","AR",-80.2032876712329,-8.02032876712329,-8.34498289623717,-0.834498289623717,0,-14.9,-15.0040478905359,9,16,Inf,Inf,"Yes","At Capacity",-112.214851302512
"05083","Logan, Arkansas, US","AR",268.818630136986,26.8818630136986,27.9700114025086,2.79700114025086,38,23.6,23.6,4.6,7,37.8947368421053,37.8947368421053,"No","No Breaker",17.1119092365581
"05093","Mississippi, Arkansas, US","AR",264.850410958904,26.4850410958904,27.5571265678449,2.75571265678449,70,33.8,17.1523375142531,30.2,74,75.4966606939241,51.7142857142857,"Yes","Hit Circuit Breaker",114.026630695642
"05103","Ouachita, Arkansas, US","AR",144.086575342466,14.4086575342466,14.9919042189282,1.49919042189282,32.6,15.2,8.64498289623718,14.5,27,73.4816475575547,53.3742331288343,"Yes","Hit Circuit Breaker",100.633941541995
"05107","Phillips, Arkansas, US","AR",168.219178082192,16.8219178082192,17.502850627138,1.7502850627138,24,20,13.4449828962372,11.5,43,43.9792379323451,16.6666666666667,"No","Unsustainable",68.3631921824104
"05113","Polk, Arkansas, US","AR",94.6931506849315,9.46931506849315,9.85262257696693,0.985262257696693,26,8.5,7.66761687571266,3.3,12,70.5091658626436,67.3076923076923,"No","Unsustainable",34.8494054335561
"05115","Pope, Arkansas, US","AR",549.321643835616,54.9321643835616,57.1557582668187,5.71557582668187,110,40.3,38.3230900798176,20.6,37,65.1608272001659,63.3636363636364,"No","No Breaker",37.5007979954355
"05119","Pulaski, Arkansas, US","AR",4459.43671232876,445.943671232876,463.994982896237,46.3994982896237,2418.7,561.8,402.190535917902,238.3,874,83.3716237682267,76.772646462976,"No","Unsustainable",53.4372422734882
"05121","Randolph, Arkansas, US","AR",273.674520547945,27.3674520547945,28.4752565564424,2.84752565564424,40,21.4,20.4635689851767,9.2,22,48.8410775370582,46.5,"No","No Breaker",33.6165748334188
"05125","Saline, Arkansas, US","AR",953.71397260274,95.371397260274,99.2319270239453,9.92319270239453,202,90.7,68.0175598631699,54.6,173,66.3279406617971,55.0990099009901,"No","Unsustainable",57.2498690052674
"05127","Scott, Arkansas, US","AR",129.448219178082,12.9448219178082,13.4688141391106,1.34688141391106,17,11.7,11.1797605473204,3.3,4,34.2367026628211,31.1764705882353,"No","No Breaker",25.4928188348438
"05131","Sebastian, Arkansas, US","AR",1181.43726027397,118.143726027397,122.926054732041,12.2926054732041,549.9,83.7000000000001,85.5728620296466,32.2,68,84.4384684434176,84.7790507364975,"No","No Breaker",27.2549386097175
"05123","St. Francis, Arkansas, US","AR",440.687671232877,44.0687671232877,45.8526225769669,4.58526225769669,58,44.5,40.8583238312429,9.4,30,29.554614084064,23.2758620689655,"No","No Breaker",21.3302994696956
"05137","Stone, Arkansas, US","AR",172.93095890411,17.293095890411,17.9931014823261,1.79931014823261,25,15.6,14.8716647662486,3.1,6,40.5133409350057,37.6,"No","No Breaker",17.9262291705614
"05139","Union, Arkansas, US","AR",23,2.3,2.39310148232611,0.239310148232611,50.3,0,-8.42787913340935,22.3,94,116.755226905386,100,"Yes","At Capacity",969.565217391304
"05141","Van Buren, Arkansas, US","AR",164.681643835616,16.4681643835616,17.1347776510832,1.71347776510832,25,11.1,11.7242873432155,5.6,15,53.102850627138,55.6,"No","No Breaker",34.0050042589438
"05143","Washington, Arkansas, US","AR",1192.27890410959,119.227890410959,124.054104903079,12.4054104903079,667.1,102.1,74.3192132269099,79.1,167,88.8593594323325,84.6949482836156,"No","Unsustainable",66.3435373446224
"05145","White, Arkansas, US","AR",715.30301369863,71.530301369863,74.4257696693273,7.44257696693273,256.6,53.2,54.0323831242874,23.4,40,78.9429527964585,79.2673421667966,"No","No Breaker",32.7134089356134
"05149","Yell, Arkansas, US","AR",367.161643835616,36.7161643835616,38.2023945267959,3.82023945267959,66,33,32.5838084378563,6,13,50.6305932759753,50,"No","No Breaker",16.3415762532273
"06001","Alameda, California, US","CA",12785.0361581921,1278.50361581921,956.701450758756,95.6701450758756,2632.4,1001.3,809.735761648347,498.4,517,69.2396382902163,61.9624677100745,"No","No Breaker",38.9830731671922
"06005","Amador, California, US","CA",320.655129348796,32.0655129348796,23.9945529793957,2.39945529793957,53,21.6,20.4775532909083,6.8,9,61.3631069982863,59.2452830188679,"No","No Breaker",21.2065842009445
"06007","Butte, California, US","CA",1228.78400237883,122.878400237883,91.9496373103111,9.19496373103111,451,80.8,75.4122557963598,26.6,51,83.2788789808515,82.0842572062084,"No","No Breaker",21.6474172421715
"06009","Calaveras, California, US","CA",542.019090098127,54.2019090098127,40.5591695963687,4.05591695963687,42,33.6,33.3006808775755,8,11,20.7126645772011,20,"No","No Breaker",14.7596277440185
"06011","Colusa, California, US","CA",186.336663693131,18.6336663693131,13.9435316630324,1.39435316630324,30,11.1,11.773468025455,1,1,60.7551065818166,63,"No","No Breaker",5.36663037847909
"06013","Contra Costa, California, US","CA",1668.32233125186,166.832233125186,124.840194027858,12.4840194027858,1184.8,153.5,25.5410751635441,326.4,468,97.8442711712066,87.044226873734,"Yes","Hit Circuit Breaker",195.645645859742
"06015","Del Norte, California, US","CA",384.182575081772,38.4182575081772,28.7482978060611,2.87482978060611,53.1,28,27.2517021939389,1.9,13,48.6785269417347,47.2693032015066,"No","No Breaker",4.94556526827275
