"FIPS","County","abbr","Total number of new cases in 7 days to reach circuit breaker","Average daily cases to reach circuit breaker","Total number of new hospitalizations in 7 days to reach circuit breaker","Average daily hospitalizations to reach circuit breaker","Total Beds","Open Beds (last HHS Update)","Open Beds (Nowcast)","Average New Daily Cases","New Cases Yesterday","Percent Occupied (Nowcast)","Percent Occupied (last HHS update)","At Threshold?","Category","casethresholdpct"
"01049","DeKalb, Alabama, US","AL",561.525902881,80.2179861258571,25.5177676471529,3.6453953781647,65.7,28.6,21.2460677192856,64.4285714285714,129,67.6619973831269,56.468797564688,"No","Unsustainable",80.3168647583435
"01051","Elmore, Alabama, US","AL",784.204318125328,112.029188303618,35.6370800975444,5.09101144250634,45.6,39.9,24.0035143365441,134.142857142857,218,47.3607141742453,12.5,"Yes","Forecasted to Exceed Capacity",119.739202947099
"01053","Escambia, Alabama, US","AL",1639.20341207565,234.171916010807,74.4913308204612,10.6416186886373,102,80,71.0376159851642,76.7142857142857,92,30.3552784459174,21.5686274509804,"No","Has Capacity",32.7598146785224
"01055","Etowah, Alabama, US","AL",2405.80055274901,343.685793249859,109.328277102564,15.6183253003663,362,120,102.284516583208,131.857142857143,250,71.7446086786717,66.8508287292818,"No","Has Capacity",38.3656076122073
"01057","Fayette, Alabama, US","AL",322.68233738101,46.0974767687157,14.6638523118564,2.09483604455092,26,15.9,13.3459874404931,15,25,48.6692790750265,38.8461538461538,"No","Has Capacity",32.5397419803676
"01059","Franklin, Alabama, US","AL",391.062687466359,55.8660982094798,17.7713027004428,2.53875752863469,50.3,19.8,15.2719038064779,33.8571428571429,57,69.6383622137616,60.6361829025845,"No","Unsustainable",60.6040943296049
"01061","Geneva, Alabama, US","AL",629.631939115305,89.9474198736151,28.6127522223594,4.08753603176563,57,30.3,28.0219852110586,16.7142857142857,26,50.8386224367393,46.8421052631579,"No","Has Capacity",18.5822847812321
"01065","Hale, Alabama, US","AL",281.306274859028,40.1866106941469,12.7835744045098,1.82622491492997,21,16.6,11.9655893119395,29.2857142857143,47,43.0210032764786,20.9523809523809,"No","Unsustainable",72.8743075861824
"01069","Houston, Alabama, US","AL",1622.78150512996,231.82592930428,73.745059983064,10.5350085690091,594.3,78.5999999999999,65.7469835223763,116.571428571429,174,88.9370715930715,86.7743563856638,"No","Has Capacity",50.2840337667423
"01071","Jackson, Alabama, US","AL",868.038868724579,124.00555267494,39.4468252437955,5.63526074911364,77,39.9,34.4480274558657,53.2857142857143,94,55.2623020053692,48.1818181818182,"No","Has Capacity",42.9704260303521
"01073","Jefferson, Alabama, US","AL",22219.8767821821,3174.2681117403,1009.75155369859,144.250221956941,3722.7,845.6,844.791226696902,1550.14285714286,2042,77.3070291267923,77.2853036774384,"No","Has Capacity",48.8346542439034
"01077","Lauderdale, Alabama, US","AL",1148.03473045941,164.004961494202,52.1708497371553,7.45297853387933,228,53.6,41.8097052312644,140.857142857143,236,81.6624099862875,76.4912280701754,"No","Unsustainable",85.8859034347707
"01079","Lawrence, Alabama, US","AL",486.145486514054,69.4493552162935,22.0922089327137,3.15602984753053,32,23.3,19.6382536550027,40.4285714285714,59,38.6304573281165,27.1875,"No","Has Capacity",58.2130263163142
"01081","Lee, Alabama, US","AL",1041.64744791161,148.806778273087,47.3362268947569,6.76231812782242,276,55.9,25.0688549303424,285.142857142857,351,90.9170815469774,79.7463768115942,"Yes","Forecasted to Exceed Capacity",191.619535381358
"01083","Limestone, Alabama, US","AL",1336.20430890736,190.886329843908,60.7219558508032,8.67456512154332,128.9,64.5,48.4067358459944,151.285714285714,237,62.4462871636971,49.9612102404965,"No","Unsustainable",79.254347029158
"01089","Madison, Alabama, US","AL",4165.06346451932,595.009066359903,189.275545754785,27.039363679255,1284.4,184.4,131.016829717276,691.428571428571,1158,89.7993748273687,85.6431018374338,"Yes","Forecasted to Exceed Capacity",116.204711914482
"01091","Marengo, Alabama, US","AL",396.019438395151,56.5742054850216,17.9965553875171,2.57093648393101,57,21,17.1785702949468,22.8571428571429,37,69.8621573772864,63.1578947368421,"No","Has Capacity",40.4020571940589
"01093","Marion, Alabama, US","AL",878.657465047157,125.522495006737,39.9293726602339,5.70419609431912,67,42.4,37.9752971613159,29.1428571428571,71,43.320451998036,36.7164179104478,"No","Has Capacity",23.217238584441
"01095","Marshall, Alabama, US","AL",1490.24665308113,212.892379011591,67.7221970262886,9.67459957518409,169,76.7,61.3600907507416,120,212,63.692253993644,54.6153846153846,"No","Has Capacity",56.3665080718868
"01097","Mobile, Alabama, US","AL",6706.8382256614,958.119746523058,304.782982603993,43.5404260862847,1515,324.7,249.341770774226,951.571428571429,1303,83.541797308632,78.5676567656766,"No","Unsustainable",99.3165449334081
"01099","Monroe, Alabama, US","AL",645.830146055449,92.2614494364928,29.3488573225487,4.19269390322124,47,34.8,27.4402254398846,45.8571428571429,69,41.6165416172669,25.9574468085106,"No","Has Capacity",49.7034711000375
"01101","Montgomery, Alabama, US","AL",6039.5372757715,862.791039395928,274.458414311328,39.2083449016183,956,252.8,221.471157759272,619,937,76.8335609038418,73.5564853556485,"No","Unsustainable",71.7439068946966
"01103","Morgan, Alabama, US","AL",2328.39124451929,332.627320645612,105.810518204892,15.1157883149845,258,100.1,89.0418238072,198.714285714286,301,65.4876651910077,61.2015503875969,"No","Has Capacity",59.7408190429432
"01109","Pike, Alabama, US","AL",800.49600582049,114.35657226007,36.3774333012918,5.19677618589883,51.4,33,32.6056131522175,47.7142857142857,38,36.5649549567753,35.7976653696498,"No","Has Capacity",41.7241307353755
"01111","Randolph, Alabama, US","AL",125.868171555209,17.9811673650298,5.71990488673587,0.817129269533695,16,7.3,2.72062621397799,43.5714285714286,48,82.9960861626376,54.375,"Yes","Forecasted to Exceed Capacity",242.317018060614
"01113","Russell, Alabama, US","AL",321.461017751726,45.9230025359609,14.6083511312999,2.08690730447141,36.9,13.9,8.60979378578414,65.4285714285714,74,76.6672255127801,62.3306233062331,"Yes","Forecasted to Exceed Capacity",142.474506925666
"01117","Shelby, Alabama, US","AL",2336.61135730774,333.801622472534,106.184069856014,15.1691528365734,205,68.6,62.7399727172788,407,475,69.395135259864,66.5365853658537,"Yes","Forecasted to Exceed Capacity",121.928706333202
"01115","St. Clair, Alabama, US","AL",331.975261985145,47.4250374264493,15.0861564114432,2.15516520163475,44,13.9,2.13472577907968,160.142857142857,207,95.1483505020916,68.4090909090909,"Yes","Forecasted to Exceed Capacity",337.675763337499
"01119","Sumter, Alabama, US","AL",455.048406361058,65.0069151944369,20.6790451556239,2.95414930794628,31,23.7,20.2700526093388,22.1428571428571,67,34.612733518262,23.5483870967742,"No","Unsustainable",34.0623102582663
"01121","Talladega, Alabama, US","AL",1009.60233198191,144.228904568845,45.8799809436359,6.55428299194798,140,57.9,37.6546864016787,151.428571428571,218,73.1037954273724,58.6428571428571,"Yes","Forecasted to Exceed Capacity",104.991833558779
"01123","Tallapoosa, Alabama, US","AL",980.233633630668,140.033376232953,44.5453610858851,6.3636230122693,75.5,53.8,40.0009994604944,97.8571428571429,106,47.0185437609346,28.7417218543046,"No","Has Capacity",69.8812993656259
"01125","Tuscaloosa, Alabama, US","AL",4538.21165870245,648.315951243207,206.232749097082,29.4618212995831,519,229.1,185.692234550316,340.428571428571,689,64.2211494122706,55.8574181117534,"No","Unsustainable",52.5096707517018
"01127","Walker, Alabama, US","AL",1464.87808729308,209.268298184726,66.5693576577044,9.50990823681492,157,75.4,61.9795524160598,80.1428571428571,121,60.5225780789428,51.9745222929936,"No","Has Capacity",38.2967022898581
"01133","Winston, Alabama, US","AL",671.815599823761,95.9736571176802,30.5297303117795,4.36139004453993,49,33.1,29.1209782079084,28,56,40.5694322287584,32.4489795918367,"No","Has Capacity",29.174672343336
"02020","Anchorage, Alaska, US","AK",-1071.52783636945,-153.075405195635,-40.0004735296287,-5.71435336137552,532.6,80.2,-56.6124644798549,683.714285714286,2284,110.62945258728,84.9417949680811,"Yes","At Capacity",-446.651952245677
"02090","Fairbanks North Star,Alaska,US","AK",282.16149800982,40.3087854299743,10.5331780931268,1.50473972758954,81,23.3,5.75489755014034,100.714285714286,307,92.8951882097033,71.2345679012346,"Yes","Forecasted to Exceed Capacity",249.856909951429
"02110","Juneau, Alaska, US","AK",2444.70764984456,349.243949977795,91.2617109104871,13.0373872729267,133,100.8,88.3499462046047,74.4285714285714,202,33.5714690190942,24.2105263157895,"No","Has Capacity",21.3113416662776
"02130","Ketchikan Gateway, Alaska, US","AK",400.724541677562,57.2463630967945,14.9591740671488,2.13702486673554,25,13,12.9806672798185,10.7142857142857,22,48.0773308807261,48,"No","Has Capacity",18.7160985164587
"02150","Kodiak Island, Alaska, US","AK",328.034312443708,46.8620446348155,12.2456247857945,1.74937496939922,25,17,11.3496971839846,30.4285714285714,148,54.6012112640616,32,"No","Unsustainable",64.9322317574785
"02170","Matanuska-Susitna,Alaska,US","AK",1958.71365815393,279.816236879132,73.1194012659271,10.4456287522753,160,78.7,68.8637451573298,79.2857142857143,141,56.9601592766688,50.8125,"No","Has Capacity",28.3349226513835
"04001","Apache, Arizona, US","AZ",-111.580030375428,-15.9400043393468,-9.02591228371339,-1.28941604053048,18,5.9,-20.8361187246713,72.7142857142857,160,215.756215137063,67.2222222222222,"Yes","At Capacity",-456.174817561344
"04003","Cochise, Arizona, US","AZ",694.122724888402,99.1603892697716,56.1488539472071,8.02126484960102,130,65,34.3080612139288,92.2857142857143,170,73.6091836815932,50,"No","Unsustainable",93.0671157760843
"04005","Coconino, Arizona, US","AZ",75.19728466473,10.7424692378186,6.08284558691738,0.868977940988197,260,43.3,-46.0923814981363,257.571428571429,502,117.727839037745,83.3461538461538,"Yes","At Capacity",2397.69295931196
"04007","Gila, Arizona, US","AZ",400.600425954436,57.2286322792052,32.4052995264216,4.62932850377452,75.4,27.3,17.1167446131268,51,69,77.2987471974445,63.7931034482758,"No","Unsustainable",89.1162307552326
"04009","Graham, Arizona, US","AZ",39.6015149404987,5.65735927721411,3.2034388138491,0.457634116264157,35,8.1,-2.0545298071253,23,72,105.870085163215,76.8571428571429,"Yes","At Capacity",406.550103555135
"04012","La Paz, Arizona, US","AZ",246.503683306501,35.2148119009288,19.9401327966184,2.84859039951691,35,23.6,16.9471352739099,17.1428571428571,29,51.5796135031146,32.5714285714286,"No","Has Capacity",48.6808141729844
"04013","Maricopa, Arizona, US","AZ",11309.211199159,1615.60159987986,914.822732510008,130.688961787144,9600.6,1967.1,-263.28580588801,6280.28571428571,10136,102.742389078683,79.510655584026,"Yes","At Capacity",388.727376523564
"04015","Mohave, Arizona, US","AZ",2337.72730296079,333.961043280112,189.103027744045,27.0147182491493,522.4,217.4,150.841194548339,197.142857142857,254,71.1253456071326,58.3843797856049,"No","Has Capacity",59.0316928006187
"04017","Navajo, Arizona, US","AZ",201.199738399507,28.7428197713581,16.2754140161979,2.32505914517113,137,47.2,-11.7131574123735,158.142857142857,284,108.549749936039,65.5474452554744,"Yes","At Capacity",550.19952252717
"04019","Pima, Arizona, US","AZ",-1360.9953314683,-194.427904495472,-110.093396094661,-15.727628013523,1833.1,92.5999999999999,-289.835031107048,1042,1701,115.811195848947,94.9484479842889,"Yes","At Capacity",-535.931301992852
"04021","Pinal, Arizona, US","AZ",-18.3019583301859,-2.61456547574085,-1.48047880926923,-0.211496972752747,269,50.1,-119.50165139391,492.714285714286,929,144.424405722643,81.3754646840149,"Yes","At Capacity",-18844.9778858444
"04023","Santa Cruz, Arizona, US","AZ",-244.190838173631,-34.8844054533759,-19.7530425330214,-2.82186321900306,8.7,0,-25.4963621036242,57.2857142857143,79,393.061633374991,100,"Yes","At Capacity",-164.215825212439
"04025","Yavapai, Arizona, US","AZ",68.2889102694734,9.75555860992478,5.52401457472966,0.789144939247094,265.6,16.4,-28.5314437241968,150.285714285714,254,110.742260438327,93.8253012048193,"Yes","At Capacity",1540.51367322853
"04027","Yuma, Arizona, US","AZ",-611.33098622147,-87.3329980316385,-49.4516791166434,-7.06452558809191,260.9,0,-80.7568153676756,192.142857142857,234,130.95316802134,100,"Yes","At Capacity",-220.011749823645
"05001","Arkansas, Arkansas, US","AR",1831.60708722971,261.65815531853,103.399703708555,14.7713862440794,307,111.6,101.762566885677,43.2857142857143,99,66.8525840763266,63.6482084690554,"No","Has Capacity",16.5428492886149
"05003","Ashley, Arkansas, US","AR",194.116402660855,27.7309146658365,10.9584520938173,1.56549315625962,25,10.6,8.53097335644649,21,40,65.876106574214,57.6,"No","Unsustainable",75.727758182716
"05005","Baxter, Arkansas, US","AR",1492.02129819384,213.145899741976,84.2290692341859,12.0327241763123,245,77.6,81.5757785212457,31.7142857142857,35,66.7037638688793,68.3265306122449,"No","Has Capacity",14.8791441696403
"05007","Benton, Arkansas, US","AR",991.326617944874,141.618088277839,55.9633555081614,7.99476507259449,272.5,50.6,20.1157043865221,325.428571428571,555,92.6180901333864,81.4311926605505,"Yes","Forecasted to Exceed Capacity",229.793083204256
"05009","Boone, Arkansas, US","AR",573.71830226883,81.9597574669758,32.3881158139091,4.6268736877013,64,31.4,27.8154233086291,39.2857142857143,57,56.538401080267,50.9375,"No","Has Capacity",47.9329313554201
"05011","Bradley, Arkansas, US","AR",226.691581473403,32.3845116390575,12.7974184643641,1.82820263776631,25,13.6,12.289341519333,8.57142857142857,10,50.8426339226679,45.6,"No","Has Capacity",26.4676789539446
"05015","Carroll, Arkansas, US","AR",489.952788085083,69.9932554407261,27.6593017533048,3.95132882190069,38,26.7,25.401181997611,18,31,33.1547842168132,29.7368421052632,"No","Has Capacity",25.7167635462296
"05017","Chicot, Arkansas, US","AR",179.358142346871,25.6225917638387,10.1253041144503,1.44647201635005,25,16.3,9.50432118163452,22.7142857142857,49,61.9827152734619,34.8,"No","Unsustainable",88.6494462529061
"05019","Clark, Arkansas, US","AR",327.310030732461,46.758575818923,18.477631165843,2.63966159512043,20,14.4,14.1872036300248,41,66,29.0639818498761,28,"No","Unsustainable",87.6844499258838
"05021","Clay, Arkansas, US","AR",169.362161562456,24.1945945089223,9.56100107227974,1.36585729603996,25,7.4,7.47224029826296,12.4285714285714,22,70.1110388069482,70.4,"No","Has Capacity",51.3692073822032
"05027","Columbia, Arkansas, US","AR",181.992294883019,25.9988992690027,10.274009911485,1.46771570164071,25.4,16.2,8.24170213136055,36.4285714285714,66,67.5523538135411,36.2204724409449,"Yes","Forecasted to Exceed Capacity",140.115822026372
"05031","Craighead, Arkansas, US","AR",3032.28592786282,433.183703980403,171.181618965485,24.4545169950693,441,70.5,106.938111915996,326.857142857143,340,75.7509950303865,84.0136054421769,"No","Has Capacity",75.4546257981879
"05037","Cross, Arkansas, US","AR",69.5714929111513,9.93878470159304,3.92751906439458,0.561074152056368,17,10.3,2.17747625373187,33.4285714285714,52,87.1913161545184,39.4117647058823,"Yes","Forecasted to Exceed Capacity",336.344658147322
"05039","Dallas, Arkansas, US","AR",333.324384903413,47.6177692719162,18.8171594651222,2.6881656378746,25,20.9,18.4219885078758,11,20,26.3120459684969,16.4,"No","Has Capacity",23.1006201428414
"05041","Desha, Arkansas, US","AR",427.11959143704,61.0170844910057,24.1121796866963,3.44459709809947,41,27.3,23.6605557355575,18.1428571428571,26,42.29132747425,33.4146341463415,"No","Has Capacity",29.734061032581
"05043","Drew, Arkansas, US","AR",398.129832795846,56.8756903994066,22.4756210191844,3.21080300274063,49,28.1,21.1772021596605,26.7142857142857,35,56.7812200823256,42.6530612244898,"No","Has Capacity",46.9696025255887
"05045","Faulkner, Arkansas, US","AR",574.455519172042,82.0650741674345,32.4297339152434,4.63281913074906,197.4,37.1,6.63071570644153,292.285714285714,405,96.6409748194319,81.2056737588652,"Yes","Forecasted to Exceed Capacity",356.163346284649
"05047","Franklin, Arkansas, US","AR",154.685572785556,22.0979389693651,8.73246369569695,1.24749481367099,15,10.4,7.43404483617301,13.2857142857143,24,50.43970109218,30.6666666666667,"No","Unsustainable",60.1219611662995
"05049","Fulton, Arkansas, US","AR",217.565120965715,31.0807315665307,12.2822024450649,1.75460034929498,25,12.6,11.6612195122491,11.5714285714286,9,53.3551219510036,49.6,"No","Has Capacity",37.2302323278944
"05051","Garland, Arkansas, US","AR",2400.14913495612,342.878447850874,135.495604456396,19.3565149223423,391,149.1,127.705091299252,99.8571428571429,146,67.3388513301145,61.8670076726343,"No","Has Capacity",29.1231902976221
"05055","Greene, Arkansas, US","AR",1110.21904940525,158.602721343607,62.67518921524,8.95359845932,95,57.9,51.8362143879097,94.4285714285714,143,45.4355638022003,39.0526315789474,"No","Has Capacity",59.5378002524909
"05057","Hempstead, Arkansas, US","AR",617.837404982534,88.2624864260763,34.8787712499416,4.98268160713451,46,36.6,32.2819335308937,26.4285714285714,56,29.821883628492,20.4347826086956,"No","Has Capacity",29.9431530865681
"05059","Hot Spring, Arkansas, US","AR",230.35847566106,32.9083536658657,13.0044256195438,1.85777508850626,26,14.7,8.03656215701742,52.8571428571429,80,69.090145549933,43.4615384615385,"Yes","Forecasted to Exceed Capacity",160.619225725561
"05061","Howard, Arkansas, US","AR",81.742938069651,11.6775625813787,4.61463358358838,0.659233369084055,12,5.6,2.35651382789456,25.2857142857143,58,80.3623847675453,53.3333333333333,"Yes","Forecasted to Exceed Capacity",216.532466510052
"05063","Independence, Arkansas, US","AR",427.974711664821,61.1392445235458,24.1604537836924,3.45149339767035,122.4,26.1,20.0393852295512,51.8571428571429,101,83.6279532438307,78.6764705882353,"No","Unsustainable",84.8180955804446
"05069","Jefferson, Arkansas, US","AR",1203.48763158608,171.926804512297,67.9404799154422,9.70578284506317,226,82.7,60.0935137644061,134.714285714286,153,73.4099496617672,63.4070796460177,"No","Has Capacity",78.3556037677943
"05071","Johnson, Arkansas, US","AR",134.301336000574,19.1859051429392,7.58171250097424,1.08310178585346,38.6,6.2,5.71876370252684,15.1428571428571,19,85.1845499934538,83.9378238341969,"No","Has Capacity",78.9269884847213
"05075","Lawrence, Arkansas, US","AR",-331.731682759469,-47.3902403942099,-18.7272466607178,-2.67532095153111,0,-20,-21.4369903675504,20.7142857142857,25,Inf,Inf,"Yes","At Capacity",-43.7100245577496
"05081","Little River, Arkansas, US","AR",311.648205262097,44.5211721802995,17.5934742282216,2.51335346117451,25,21,16.5773203381594,18.2857142857143,40,33.6907186473626,16,"No","Has Capacity",41.0719515911705
"05083","Logan, Arkansas, US","AR",488.625675025994,69.8036678608563,27.5843822478856,3.94062603541223,38,24.5,25.6649804555459,10.7142857142857,14,32.4605777485635,35.5263157894737,"No","Has Capacity",15.3491729627204
"05093","Mississippi, Arkansas, US","AR",806.204419966335,115.172059995191,45.5126531963414,6.50180759947734,70,35.8,33.9397894484106,89.5714285714286,106,51.5145865022706,48.8571428571429,"No","Has Capacity",77.7718385649861
"05103","Ouachita, Arkansas, US","AR",508.938964749102,72.7055663927288,28.7311282685577,4.10444689550824,32,18.6,22.3519399587226,33.8571428571429,62,30.1501876289918,41.875,"No","Has Capacity",46.5674700534743
"05113","Polk, Arkansas, US","AR",82.2217578599722,11.7459654085675,4.64166439428692,0.66309491346956,26,6.4,3.90777547368643,14.7142857142857,15,84.9700943319753,75.3846153846154,"Yes","Forecasted to Exceed Capacity",125.270977756781
"05115","Pope, Arkansas, US","AR",680.290204315565,97.1843149022236,38.404418749249,5.486345535607,110,38.8,29.9929226592896,74.5714285714286,123,72.7337066733731,64.7272727272727,"No","Unsustainable",76.7319589035066
"05119","Pulaski, Arkansas, US","AR",11609.8244116088,1658.54634451554,655.409346599753,93.6299066571076,2371.4,729.5,577.10904407107,1208,1682,75.6637832474036,69.2375811756768,"No","Unsustainable",72.8348655432271
"05121","Randolph, Arkansas, US","AR",492.343805951085,70.3348294215835,27.7942818702907,3.97061169575581,40,25.7,24.6893672062117,22,27,38.2765819844708,35.75,"No","Has Capacity",31.2789555060027
"05125","Saline, Arkansas, US","AR",1628.59579645441,232.65654235063,91.9391085503402,13.1341583643343,202,101.7,73.3096205658662,241.571428571429,328,63.7081086307593,49.6534653465347,"Yes","Forecasted to Exceed Capacity",103.831779725912
"05127","Scott, Arkansas, US","AR",243.773829723452,34.824832817636,13.7617625204917,1.96596607435596,17,11.9,12.5197966548601,5,12,26.3541373243523,30,"No","Has Capacity",14.3575707202474
"05131","Sebastian, Arkansas, US","AR",1594.58167158821,227.797381655459,90.0189093670154,12.8598441952879,535.7,100.7,78.5589516068692,144.571428571429,282,85.3352713072859,81.2021653910771,"No","Unsustainable",63.4649211157709
"05123","St. Francis, Arkansas, US","AR",790.152730055897,112.878961436557,44.6064872438657,6.37235532055224,58,45.4,41.1064016225402,53.4285714285714,54,29.126893754241,21.7241379310345,"No","Has Capacity",47.3326213747996
"05137","Stone, Arkansas, US","AR",283.878336708002,40.5540481011431,16.025782008346,2.28939742976371,25,17.4,14.9531751243914,13.2857142857143,26,40.1872995024342,30.4,"No","Has Capacity",32.7605132108619
"05139","Union, Arkansas, US","AR",55.3073428478475,7.90104897826393,3.12226508799139,0.446037869713056,53.6,0,-3.2004702279513,74.5714285714286,104,105.971026544685,100,"Yes","At Capacity",943.816811876211
"05141","Van Buren, Arkansas, US","AR",263.55220949746,37.6503156424944,14.8783112730743,2.12547303901061,25,13.3,13.0153624746269,13.8571428571429,14,47.9385501014925,46.8,"No","Has Capacity",36.8048517540259
"05143","Washington, Arkansas, US","AR",1444.92441218821,206.417773169744,81.5703090161617,11.6529012880231,636.5,110.8,50.6340683631564,380.571428571429,568,92.0449224881137,82.5923016496465,"Yes","Forecasted to Exceed Capacity",184.369505942917
"05145","White, Arkansas, US","AR",852.22748664434,121.746783806334,48.1107930984219,6.87297044263169,252,66.4,41.9009637702638,115.857142857143,196,83.3726334244985,73.6507936507936,"No","Unsustainable",95.162384775141
"05149","Yell, Arkansas, US","AR",694.933187291796,99.2761696131137,39.2310589777719,5.60443699682456,66,37.8,37.0858452098628,17.5714285714286,39,43.8093254396019,42.7272727272727,"No","Has Capacity",17.699543243767
"06001","Alameda, California, US","CA",20261.1557736599,2894.45082480856,965.350571787993,137.907224541142,2585.1,1058.4,740.083190479608,2318.28571428571,3736,71.3711968403695,59.0576766856215,"No","Unsustainable",80.094147546592
"06005","Amador, California, US","CA",413.710467923972,59.1014954177103,19.7113946127537,2.81591351610768,53,22.3,16.9956076553557,27.2857142857143,79,67.9328157446119,57.9245283018868,"No","Unsustainable",46.1675531098962
"06007","Butte, California, US","CA",1410.21564315102,201.459377593002,67.190267557688,9.59860965109829,442.4,80.4,53.4683966150453,168.428571428571,295,87.9140152316805,81.8264014466546,"No","Unsustainable",83.604234978249
"06009","Calaveras, California, US","CA",703.614849968906,100.516407138415,33.5240005715287,4.78914293878981,42,33.4,30.3794051471731,25.2857142857143,65,27.6680829829213,20.4761904761905,"No","Has Capacity",25.155807898003
